artist,age,abstractLength,influencedCount,artsCount
http://dbpedia.org/resource/Gary_Freeman_(sculptor),,,0,2
http://dbpedia.org/resource/Pamela_Irving,,,0,1
http://dbpedia.org/resource/Joseph_Poelaert,62,74,0,1
http://dbpedia.org/resource/Damien_Hirst,,,0,2
http://dbpedia.org/resource/Caravaggio,39,3020,18,18
http://dbpedia.org/resource/Caravaggio,39,3020,18,18
http://dbpedia.org/resource/Edward_Hicks,69,179,0,1
http://dbpedia.org/resource/Jozef_Mazur,73,233,0,1
http://dbpedia.org/resource/Paul_Klee,61,975,0,1
http://dbpedia.org/resource/Giuseppe_Arcimboldo,,,0,1
http://dbpedia.org/resource/Domenichino,,,0,1
http://dbpedia.org/resource/Paul_Manship,81,84,0,1
http://dbpedia.org/resource/Rudolph_F._Zallinger,76,678,0,1
http://dbpedia.org/resource/Petrus_Christus,,,0,2
http://dbpedia.org/resource/Titian,,,34,34
http://dbpedia.org/resource/Ivan_Grohar,44,332,0,1
http://dbpedia.org/resource/Jusepe_de_Ribera,61,379,0,1
http://dbpedia.org/resource/Daniel_Chester_French,81,198,4,4
http://dbpedia.org/resource/Karl_Bryullov,53,300,0,1
http://dbpedia.org/resource/Amedeo_Modigliani,,,0,1
http://dbpedia.org/resource/Albrecht_D%C3%BCrer,57,1333,0,13
http://dbpedia.org/resource/Rudolf_Frentz,68,326,0,1
http://dbpedia.org/resource/Tom_Roberts,75,140,0,5
http://dbpedia.org/resource/Caravaggio,39,3020,18,18
http://dbpedia.org/resource/Osman_Hamdi_Bey,,,0,1
http://dbpedia.org/resource/Paul_Delaroche,59,1203,0,3
http://dbpedia.org/resource/Henry_Jackson_Ellicott,,,0,1
http://dbpedia.org/resource/Rudolph_Schwarz_(sculptor),,,0,1
http://dbpedia.org/resource/Gian_Lorenzo_Bernini,82,3300,18,18
http://dbpedia.org/resource/Theophanes_the_Greek,,,0,2
http://dbpedia.org/resource/Auguste_Rodin,77,1828,5,5
http://dbpedia.org/resource/Peter_Wolf_Toth,,,0,1
http://dbpedia.org/resource/Georges_Seurat,,,4,4
http://dbpedia.org/resource/Pisanello,,,0,3
http://dbpedia.org/resource/Arturo_Di_Modica,,,0,1
http://dbpedia.org/resource/Claude_Lorrain,,,0,2
http://dbpedia.org/resource/John_Constable,61,839,0,3
http://dbpedia.org/resource/Giuseppe_Pellizza_da_Volpedo,39,614,0,1
http://dbpedia.org/resource/Paul_C%C3%A9zanne,67,726,5,5
http://dbpedia.org/resource/Albert_Toft,87,1287,0,1
http://dbpedia.org/resource/Joshua_Reynolds,69,373,0,3
http://dbpedia.org/resource/Gerard_ter_Borch,,,0,1
http://dbpedia.org/resource/Claes_Oldenburg,,,0,2
http://dbpedia.org/resource/Maurycy_Gottlieb,,,0,1
http://dbpedia.org/resource/Einar_J%C3%B3nsson,80,121,0,1
http://dbpedia.org/resource/Nicolas_Poussin,71,729,0,7
http://dbpedia.org/resource/Filippo_Lippi,,,5,5
http://dbpedia.org/resource/Gentile_da_Fabriano,,,0,3
http://dbpedia.org/resource/Carlo_Carr%C3%A0,85,306,0,1
http://dbpedia.org/resource/John_Everett_Millais,67,140,0,17
http://dbpedia.org/resource/Hubert_Le_Sueur,,,0,1
http://dbpedia.org/resource/Phil_Price,,,0,1
http://dbpedia.org/resource/E._Phillips_Fox,50,73,0,1
http://dbpedia.org/resource/Claude_Monet,86,392,8,8
http://dbpedia.org/resource/J._Massey_Rhind,,,0,1
http://dbpedia.org/resource/Piero_della_Francesca,,,0,7
http://dbpedia.org/resource/Antti_Louhisto,71,209,0,1
http://dbpedia.org/resource/Nicholas_Monro,,,0,1
http://dbpedia.org/resource/Willard_Dryden_Paddock,,,0,1
http://dbpedia.org/resource/Fr%C3%A9d%C3%A9ric_Bazille,29,242,0,1
http://dbpedia.org/resource/Masayuki_Nagare,,,0,1
http://dbpedia.org/resource/Andrea_del_Castagno,,,0,3
http://dbpedia.org/resource/Ambrogio_Lorenzetti,,,0,2
http://dbpedia.org/resource/Honor%C3%A9_Daumier,71,522,0,2
http://dbpedia.org/resource/Pierre-Auguste_Renoir,78,435,0,4
http://dbpedia.org/resource/Jean-Honor%C3%A9_Fragonard,74,482,0,3
http://dbpedia.org/resource/Thomas_Ball_(artist),92,186,1,1
http://dbpedia.org/resource/Sandro_Botticelli,,,0,7
http://dbpedia.org/resource/Francesco_Sozzi,,,0,1
http://dbpedia.org/resource/Bronzino,69,345,0,1
http://dbpedia.org/resource/Marc_Chagall,98,1949,0,3
http://dbpedia.org/resource/John_William_Waterhouse,68,1385,0,5
http://dbpedia.org/resource/Ian_Walters,,,0,1
http://dbpedia.org/resource/Jean-%C3%89tienne_Liotard,87,110,0,1
http://dbpedia.org/resource/Maxfield_Parrish,96,219,0,1
http://dbpedia.org/resource/Giovanni_Bellini,,,0,12
http://dbpedia.org/resource/Ren%C3%A9_Magritte,69,286,0,14
http://dbpedia.org/resource/Helaine_Blumenfeld,,,0,1
http://dbpedia.org/resource/Antonio_da_Correggio,,,0,5
